word,tag,p
acing,VBG,0.0137524557956778
acini,JJ,0.2180746561886051
ackee,NN,0.618860510805501
acker,NN,0.618860510805501
acmes,VBZ,0.003929273084479371
acmic,JJ,0.2180746561886051
acned,JJ,0.2180746561886051
acnes,NNS,0.007858546168958742
acock,RB,0.023575638506876228
acold,VBP,0.03143418467583497
acorn,JJ,0.2180746561886051
acred,JJ,0.2180746561886051
acres,NNS,0.007858546168958742
acrid,JJ,0.2180746561886051
acros,NNS,0.007858546168958742
acted,VBD,0.01768172888015717
actin,JJ,0.2180746561886051
acton,NN,0.618860510805501
actor,NN,0.618860510805501
acute,NN,0.618860510805501
acyls,JJ,0.2180746561886051
adage,NN,0.618860510805501
adapt,NN,0.618860510805501
adaws,NN,0.618860510805501
adays,VBZ,0.003929273084479371
adbot,RB,0.023575638506876228
addax,NN,0.618860510805501
added,VBD,0.01768172888015717
adder,NN,0.618860510805501
addio,NN,0.618860510805501
addle,NN,0.618860510805501
adeem,VBP,0.03143418467583497
adept,IN,0.009823182711198428
adhan,NN,0.618860510805501
adieu,NN,0.618860510805501
adios,NNS,0.007858546168958742
adits,VBZ,0.003929273084479371
adman,JJ,0.2180746561886051
admen,NNS,0.007858546168958742
admin,VBP,0.03143418467583497
admit,VBP,0.03143418467583497
admix,JJ,0.2180746561886051
adobe,NN,0.618860510805501
adobo,NN,0.618860510805501
adopt,VB,0.015717092337917484
adore,IN,0.009823182711198428
adorn,JJ,0.2180746561886051
adown,JJ,0.2180746561886051
adoze,NN,0.618860510805501
adrad,NN,0.618860510805501
adred,VBD,0.01768172888015717
adsum,JJ,0.2180746561886051
aduki,NN,0.618860510805501
adult,NN,0.618860510805501
adunc,NN,0.618860510805501
adust,NN,0.618860510805501
advew,NN,0.618860510805501
adyta,NN,0.618860510805501
adzed,VBD,0.01768172888015717
adzes,JJ,0.2180746561886051
aecia,NN,0.618860510805501
aedes,NNS,0.007858546168958742
aegis,VBP,0.03143418467583497
aeons,NNS,0.007858546168958742
aerie,VBP,0.03143418467583497
aeros,JJ,0.2180746561886051
aesir,NN,0.618860510805501
afald,NN,0.618860510805501
afara,NN,0.618860510805501
afars,NNS,0.007858546168958742
afear,VBP,0.03143418467583497
affix,JJ,0.2180746561886051
afire,NN,0.618860510805501
aflaj,NN,0.618860510805501
afoot,NN,0.618860510805501
afore,IN,0.009823182711198428
afoul,JJ,0.2180746561886051
afrit,NN,0.618860510805501
afros,NNS,0.007858546168958742
after,IN,0.009823182711198428
again,RB,0.023575638506876228
agama,JJ,0.2180746561886051
agami,NN,0.618860510805501
agape,NN,0.618860510805501
agars,VBZ,0.003929273084479371
agast,JJ,0.2180746561886051
agate,NN,0.618860510805501
agave,VBP,0.03143418467583497
agaze,VBN,0.0137524557956778
agene,JJ,0.2180746561886051
agent,NN,0.618860510805501
agers,NNS,0.007858546168958742
agger,VBP,0.03143418467583497
aggie,JJ,0.2180746561886051
aggri,NN,0.618860510805501
aggro,NN,0.618860510805501
aggry,JJ,0.2180746561886051
aghas,NN,0.618860510805501
agila,NN,0.618860510805501
agile,IN,0.009823182711198428
aging,VBG,0.0137524557956778
agios,NNS,0.007858546168958742
agism,NN,0.618860510805501
agist,VBP,0.03143418467583497
agita,JJ,0.2180746561886051
aglee,JJ,0.2180746561886051
aglet,NN,0.618860510805501
agley,NN,0.618860510805501
agloo,NN,0.618860510805501
aglow,IN,0.009823182711198428
aglus,JJ,0.2180746561886051
agmas,NNS,0.007858546168958742
agoge,VBP,0.03143418467583497
agone,JJ,0.2180746561886051
agons,NNS,0.007858546168958742
agony,VBP,0.03143418467583497
agood,NN,0.618860510805501
agora,NNS,0.007858546168958742
agree,VBP,0.03143418467583497
agria,NNS,0.007858546168958742
agrin,VBP,0.03143418467583497
agros,JJ,0.2180746561886051
agued,VBN,0.0137524557956778
agues,NNS,0.007858546168958742
aguna,VBP,0.03143418467583497
aguti,JJ,0.2180746561886051
ahead,RB,0.023575638506876228
aheap,JJ,0.2180746561886051
ahent,NN,0.618860510805501
ahigh,JJ,0.2180746561886051
ahind,IN,0.009823182711198428
ahing,VBG,0.0137524557956778
ahint,NN,0.618860510805501
ahold,JJ,0.2180746561886051
ahull,NN,0.618860510805501
ahuru,NN,0.618860510805501
aidas,NN,0.618860510805501
aided,VBD,0.01768172888015717
aider,NN,0.618860510805501
aides,NNS,0.007858546168958742
aidoi,VBP,0.03143418467583497
aidos,JJ,0.2180746561886051
aiery,NN,0.618860510805501
aigas,NN,0.618860510805501
aight,NN,0.618860510805501
ailed,VBD,0.01768172888015717
aimed,VBN,0.0137524557956778
aimer,JJ,0.2180746561886051
ainee,NN,0.618860510805501
ainga,NN,0.618860510805501
aioli,NN,0.618860510805501
aired,VBD,0.01768172888015717
airer,JJR,0.005893909626719057
airns,NNS,0.007858546168958742
airth,JJ,0.2180746561886051
airts,NNS,0.007858546168958742
aisle,VBP,0.03143418467583497
aitch,NN,0.618860510805501
aitus,NN,0.618860510805501
aiver,IN,0.009823182711198428
aiyee,JJ,0.2180746561886051
aizle,JJ,0.2180746561886051
ajies,NNS,0.007858546168958742
ajiva,VBP,0.03143418467583497
ajuga,JJ,0.2180746561886051
ajwan,NN,0.618860510805501
akees,NNS,0.007858546168958742
akela,VBP,0.03143418467583497
akene,JJ,0.2180746561886051
aking,VBG,0.0137524557956778
akita,JJ,0.2180746561886051
akkas,NN,0.618860510805501
alaap,NN,0.618860510805501
alack,NN,0.618860510805501
alamo,NN,0.618860510805501
aland,VBP,0.03143418467583497
alane,NN,0.618860510805501
alang,NN,0.618860510805501
alans,NNS,0.007858546168958742
alant,VBP,0.03143418467583497
alapa,JJ,0.2180746561886051
alaps,NNS,0.007858546168958742
alarm,VBP,0.03143418467583497
alary,JJ,0.2180746561886051
alate,NN,0.618860510805501
alays,NNS,0.007858546168958742
albas,VBP,0.03143418467583497
albee,JJ,0.2180746561886051
album,NN,0.618860510805501
alcid,NN,0.618860510805501
alcos,NN,0.618860510805501
aldea,NN,0.618860510805501
alder,NN,0.618860510805501
aldol,NN,0.618860510805501
aleck,NN,0.618860510805501
alecs,NN,0.618860510805501
alefs,NNS,0.007858546168958742
aleft,VBD,0.01768172888015717
aleph,RP,0.0
alert,JJ,0.2180746561886051
alews,NNS,0.007858546168958742
aleye,VBP,0.03143418467583497
alfas,JJ,0.2180746561886051
algae,JJ,0.2180746561886051
algal,NN,0.618860510805501
algas,NN,0.618860510805501
algid,JJ,0.2180746561886051
algin,NN,0.618860510805501
algor,NN,0.618860510805501
algum,NN,0.618860510805501
alias,NN,0.618860510805501
alibi,JJ,0.2180746561886051
alien,JJ,0.2180746561886051
alifs,NNS,0.007858546168958742
align,VBP,0.03143418467583497
alike,RB,0.023575638506876228
aline,JJ,0.2180746561886051
alist,NN,0.618860510805501
alive,JJ,0.2180746561886051
aliya,NN,0.618860510805501
alkie,NN,0.618860510805501
alkos,NN,0.618860510805501
alkyd,NN,0.618860510805501
alkyl,NN,0.618860510805501
allay,NN,0.618860510805501
allee,NN,0.618860510805501
allel,JJ,0.2180746561886051
alley,NN,0.618860510805501
allis,NNS,0.007858546168958742
allod,VBP,0.03143418467583497
allot,RB,0.023575638506876228
allow,JJ,0.2180746561886051
alloy,NN,0.618860510805501
allyl,NN,0.618860510805501
almah,NN,0.618860510805501
almas,NN,0.618860510805501
almeh,NN,0.618860510805501
almes,VBZ,0.003929273084479371
almud,JJ,0.2180746561886051
almug,JJ,0.2180746561886051
alods,NNS,0.007858546168958742
aloed,RB,0.023575638506876228
aloes,NNS,0.007858546168958742
aloft,RB,0.023575638506876228
aloha,VBP,0.03143418467583497
aloin,JJ,0.2180746561886051
alone,RB,0.023575638506876228
along,RB,0.023575638506876228
aloof,JJ,0.2180746561886051
aloos,NNS,0.007858546168958742
aloud,VBP,0.03143418467583497
alowe,JJ,0.2180746561886051
alpha,NN,0.618860510805501
altar,NN,0.618860510805501
alter,NN,0.618860510805501
altho,NN,0.618860510805501
altos,NN,0.618860510805501
alula,NN,0.618860510805501
alums,NNS,0.007858546168958742
alure,VBP,0.03143418467583497
alvar,JJ,0.2180746561886051
alway,RB,0.023575638506876228
amahs,JJ,0.2180746561886051
amain,NN,0.618860510805501
amass,NN,0.618860510805501
amate,NN,0.618860510805501
amaut,NN,0.618860510805501
amaze,JJ,0.2180746561886051
amban,JJ,0.2180746561886051
amber,NN,0.618860510805501
ambit,NN,0.618860510805501
amble,JJ,0.2180746561886051
ambos,NNS,0.007858546168958742
ambry,VBP,0.03143418467583497
ameba,JJ,0.2180746561886051
ameer,NN,0.618860510805501
amend,VBP,0.03143418467583497
amene,NN,0.618860510805501
amens,NNS,0.007858546168958742
ament,JJ,0.2180746561886051
amias,JJ,0.2180746561886051
amice,NN,0.618860510805501
amici,NN,0.618860510805501
amide,IN,0.009823182711198428
amido,JJ,0.2180746561886051
amids,NNS,0.007858546168958742
amies,NNS,0.007858546168958742
amiga,VBP,0.03143418467583497
amigo,JJ,0.2180746561886051
amine,NN,0.618860510805501
amino,NN,0.618860510805501
amins,VBZ,0.003929273084479371
amirs,JJ,0.2180746561886051
amiss,JJ,0.2180746561886051
amity,NN,0.618860510805501
amlas,NNS,0.007858546168958742
amman,JJ,0.2180746561886051
ammon,JJ,0.2180746561886051
ammos,NN,0.618860510805501
amnia,NN,0.618860510805501
amnic,JJ,0.2180746561886051
amnio,NN,0.618860510805501
amoks,NNS,0.007858546168958742
amole,VBP,0.03143418467583497
among,IN,0.009823182711198428
amort,JJ,0.2180746561886051
amour,NNS,0.007858546168958742
amove,IN,0.009823182711198428
amowt,NN,0.618860510805501
amped,VBD,0.01768172888015717
ample,JJ,0.2180746561886051
amply,NN,0.618860510805501
ampul,JJ,0.2180746561886051
amrit,JJ,0.2180746561886051
amuck,NN,0.618860510805501
amuse,IN,0.009823182711198428
amyls,JJ,0.2180746561886051
anana,NN,0.618860510805501
anata,NNS,0.007858546168958742
ancho,VBP,0.03143418467583497
ancle,NN,0.618860510805501
ancon,NN,0.618860510805501
andro,NN,0.618860510805501
anear,IN,0.009823182711198428
anele,JJ,0.2180746561886051
anent,NN,0.618860510805501
angas,NN,0.618860510805501
angel,RB,0.023575638506876228
anger,RB,0.023575638506876228
angle,JJ,0.2180746561886051
anglo,NN,0.618860510805501
angry,JJ,0.2180746561886051
angst,RB,0.023575638506876228
anigh,JJ,0.2180746561886051
anile,NN,0.618860510805501
anils,NNS,0.007858546168958742
anima,VBP,0.03143418467583497
anime,RB,0.023575638506876228
animi,JJ,0.2180746561886051
anion,NN,0.618860510805501
anise,NN,0.618860510805501
anker,NN,0.618860510805501
ankhs,NN,0.618860510805501
ankle,NN,0.618860510805501
ankus,IN,0.009823182711198428
anlas,JJ,0.2180746561886051
annal,JJ,0.2180746561886051
annas,NNS,0.007858546168958742
annat,VBP,0.03143418467583497
annex,JJ,0.2180746561886051
annoy,NN,0.618860510805501
annul,NN,0.618860510805501
anoas,NN,0.618860510805501
anode,NN,0.618860510805501
anole,JJ,0.2180746561886051
anomy,NN,0.618860510805501
ansae,NN,0.618860510805501
antae,NN,0.618860510805501
antar,NN,0.618860510805501
antas,NNS,0.007858546168958742
anted,VBD,0.01768172888015717
antes,NNS,0.007858546168958742
antic,JJ,0.2180746561886051
antis,NN,0.618860510805501
antra,NN,0.618860510805501
antre,NN,0.618860510805501
antsy,NN,0.618860510805501
anura,NN,0.618860510805501
anvil,JJ,0.2180746561886051
anyon,NN,0.618860510805501
aorta,NN,0.618860510805501
apace,NN,0.618860510805501
apage,NN,0.618860510805501
apaid,VBD,0.01768172888015717
apart,RB,0.023575638506876228
apayd,JJ,0.2180746561886051
apays,NNS,0.007858546168958742
apeak,VBP,0.03143418467583497
apeek,JJ,0.2180746561886051
apers,NNS,0.007858546168958742
apert,VBP,0.03143418467583497
apery,JJ,0.2180746561886051
apgar,NN,0.618860510805501
aphid,NN,0.618860510805501
aphis,NN,0.618860510805501
apian,JJ,0.2180746561886051
aping,VBG,0.0137524557956778
apiol,JJ,0.2180746561886051
apish,JJ,0.2180746561886051
apism,NN,0.618860510805501
apnea,NN,0.618860510805501
apode,NN,0.618860510805501
apods,NNS,0.007858546168958742
apoop,VBP,0.03143418467583497
aport,NN,0.618860510805501
appal,JJ,0.2180746561886051
appay,NN,0.618860510805501
appel,NN,0.618860510805501
apple,NN,0.618860510805501
apply,VBP,0.03143418467583497
appro,JJ,0.2180746561886051
appui,NN,0.618860510805501
appuy,NN,0.618860510805501
apres,VBZ,0.003929273084479371
apron,VBP,0.03143418467583497
apses,NNS,0.007858546168958742
apsis,VBP,0.03143418467583497
apsos,RB,0.023575638506876228
apted,VBN,0.0137524557956778
apter,RB,0.023575638506876228
aptly,RB,0.023575638506876228
aquae,JJ,0.2180746561886051
aquas,NN,0.618860510805501
araba,NN,0.618860510805501
araks,NNS,0.007858546168958742
arame,VBP,0.03143418467583497
arars,NNS,0.007858546168958742
arbas,VBP,0.03143418467583497
arbor,NN,0.618860510805501
arced,VBD,0.01768172888015717
archi,JJ,0.2180746561886051
arcos,JJ,0.2180746561886051
arcus,NN,0.618860510805501
ardeb,NN,0.618860510805501
ardor,NN,0.618860510805501
ardri,NN,0.618860510805501
aread,JJ,0.2180746561886051
areae,NN,0.618860510805501
areal,NN,0.618860510805501
arear,JJ,0.2180746561886051
areas,NNS,0.007858546168958742
areca,VBP,0.03143418467583497
aredd,JJ,0.2180746561886051
arede,NN,0.618860510805501
arefy,NN,0.618860510805501
areic,IN,0.009823182711198428
arena,JJ,0.2180746561886051
arene,NN,0.618860510805501
arepa,NN,0.618860510805501
arere,RB,0.023575638506876228
arete,JJ,0.2180746561886051
arets,NNS,0.007858546168958742
arett,VBP,0.03143418467583497
argal,JJ,0.2180746561886051
argan,JJ,0.2180746561886051
argil,NN,0.618860510805501
argle,NN,0.618860510805501
argol,NN,0.618860510805501
argon,NN,0.618860510805501
argot,VBD,0.01768172888015717
argue,JJ,0.2180746561886051
argus,NN,0.618860510805501
arhat,IN,0.009823182711198428
arias,JJ,0.2180746561886051
ariel,JJ,0.2180746561886051
ariki,NN,0.618860510805501
arils,NNS,0.007858546168958742
ariot,VBP,0.03143418467583497
arise,RB,0.023575638506876228
arish,JJ,0.2180746561886051
arked,VBD,0.01768172888015717
arled,JJ,0.2180746561886051
arles,NNS,0.007858546168958742
armed,VBD,0.01768172888015717
armer,JJ,0.2180746561886051
armet,NN,0.618860510805501
armil,NN,0.618860510805501
armor,NN,0.618860510805501
arnas,IN,0.009823182711198428
arnut,NN,0.618860510805501
aroba,NN,0.618860510805501
aroha,NN,0.618860510805501
aroid,JJ,0.2180746561886051
aroma,NN,0.618860510805501
arose,VBD,0.01768172888015717
arpas,JJ,0.2180746561886051
arpen,JJ,0.2180746561886051
arrah,NN,0.618860510805501
arras,NNS,0.007858546168958742
array,VBP,0.03143418467583497
arret,JJ,0.2180746561886051
arris,NN,0.618860510805501
arrow,NN,0.618860510805501
arroz,NN,0.618860510805501
arsed,VBD,0.01768172888015717
arses,NNS,0.007858546168958742
arsey,JJ,0.2180746561886051
arsis,NN,0.618860510805501
arson,NN,0.618860510805501
artal,JJ,0.2180746561886051
artel,NN,0.618860510805501
artic,JJ,0.2180746561886051
artis,NN,0.618860510805501
artsy,NN,0.618860510805501
aruhe,NN,0.618860510805501
arums,NNS,0.007858546168958742
arval,JJ,0.2180746561886051
arvee,JJ,0.2180746561886051
arvos,NN,0.618860510805501
aryls,NN,0.618860510805501
asana,JJ,0.2180746561886051
ascon,NN,0.618860510805501
ascot,NN,0.618860510805501
ascus,NN,0.618860510805501
asdic,JJ,0.2180746561886051
ashed,VBD,0.01768172888015717
ashen,JJ,0.2180746561886051
ashes,NNS,0.007858546168958742
ashet,VBP,0.03143418467583497
aside,RB,0.023575638506876228
asked,VBN,0.0137524557956778
asker,NN,0.618860510805501
askew,NN,0.618860510805501
askoi,NN,0.618860510805501
askos,NN,0.618860510805501
aspen,JJ,0.2180746561886051
asper,IN,0.009823182711198428
aspic,NN,0.618860510805501
aspie,NN,0.618860510805501
aspis,JJ,0.2180746561886051
aspro,JJ,0.2180746561886051
assai,NN,0.618860510805501
assam,NNS,0.007858546168958742
assay,VBP,0.03143418467583497
asses,NNS,0.007858546168958742
asset,NN,0.618860510805501
assez,VBP,0.03143418467583497
assot,JJ,0.2180746561886051
aster,NN,0.618860510805501
astir,NN,0.618860510805501
astun,NN,0.618860510805501
asura,NN,0.618860510805501
asway,RB,0.023575638506876228
aswim,JJ,0.2180746561886051
asyla,NN,0.618860510805501
ataps,NNS,0.007858546168958742
ataxy,VBP,0.03143418467583497
atigi,JJ,0.2180746561886051
atilt,JJ,0.2180746561886051
atimy,NN,0.618860510805501
atlas,NNS,0.007858546168958742
atman,VBP,0.03143418467583497
atmas,JJ,0.2180746561886051
atmos,NN,0.618860510805501
atocs,NN,0.618860510805501
atoke,VBD,0.01768172888015717
atoks,NNS,0.007858546168958742
atoll,NN,0.618860510805501
atoms,NNS,0.007858546168958742
atomy,VBP,0.03143418467583497
atone,JJ,0.2180746561886051
atony,NN,0.618860510805501
atopy,NN,0.618860510805501
atria,NN,0.618860510805501
atrip,NN,0.618860510805501
attap,NN,0.618860510805501
attar,NN,0.618860510805501
attic,JJ,0.2180746561886051
atuas,NN,0.618860510805501
audad,NN,0.618860510805501
audio,NN,0.618860510805501
audit,NN,0.618860510805501
auger,NN,0.618860510805501
aught,VBD,0.01768172888015717
augur,JJ,0.2180746561886051
aulas,NNS,0.007858546168958742
aulic,JJ,0.2180746561886051
auloi,VBP,0.03143418467583497
aulos,JJ,0.2180746561886051
aumil,JJ,0.2180746561886051
aunes,NNS,0.007858546168958742
aunts,NNS,0.007858546168958742
aunty,VBP,0.03143418467583497
aurae,JJ,0.2180746561886051
aural,JJ,0.2180746561886051
aurar,NN,0.618860510805501
auras,NNS,0.007858546168958742
aurei,VBP,0.03143418467583497
aures,NNS,0.007858546168958742
auric,JJ,0.2180746561886051
auris,JJ,0.2180746561886051
aurum,NN,0.618860510805501
autos,NNS,0.007858546168958742
auxin,VBP,0.03143418467583497
avail,JJ,0.2180746561886051
avale,NN,0.618860510805501
avant,JJ,0.2180746561886051
avast,NN,0.618860510805501
avels,NNS,0.007858546168958742
avens,VBZ,0.003929273084479371
avers,NNS,0.007858546168958742
avert,VBP,0.03143418467583497
avgas,JJ,0.2180746561886051
avian,JJ,0.2180746561886051
avine,NN,0.618860510805501
avion,NN,0.618860510805501
avise,NN,0.618860510805501
aviso,NN,0.618860510805501
avize,VB,0.015717092337917484
avoid,JJ,0.2180746561886051
avows,NNS,0.007858546168958742
avyze,VBP,0.03143418467583497
await,JJ,0.2180746561886051
awake,VBP,0.03143418467583497
award,NN,0.618860510805501
aware,JJ,0.2180746561886051
awarn,JJ,0.2180746561886051
awash,NN,0.618860510805501
awato,NN,0.618860510805501
awave,VBP,0.03143418467583497
aways,NNS,0.007858546168958742
awdls,VBP,0.03143418467583497
aweel,JJ,0.2180746561886051
aweto,NN,0.618860510805501
awful,JJ,0.2180746561886051
awing,VBG,0.0137524557956778
awmry,NN,0.618860510805501
awned,VBD,0.01768172888015717
awner,RB,0.023575638506876228
awoke,JJ,0.2180746561886051
awols,NNS,0.007858546168958742
awork,NN,0.618860510805501
axels,NNS,0.007858546168958742
axial,JJ,0.2180746561886051
axile,NN,0.618860510805501
axils,NNS,0.007858546168958742
axing,VBG,0.0137524557956778
axiom,JJ,0.2180746561886051
axion,NN,0.618860510805501
axite,RB,0.023575638506876228
axled,VBD,0.01768172888015717
axles,NNS,0.007858546168958742
axman,JJ,0.2180746561886051
axmen,NNS,0.007858546168958742
axoid,VBP,0.03143418467583497
axone,JJ,0.2180746561886051
axons,NNS,0.007858546168958742
ayahs,VBP,0.03143418467583497
ayaya,JJ,0.2180746561886051
ayelp,NN,0.618860510805501
aygre,NN,0.618860510805501
ayins,VBZ,0.003929273084479371
ayont,JJ,0.2180746561886051
ayres,NNS,0.007858546168958742
ayrie,VBP,0.03143418467583497
azans,NNS,0.007858546168958742
azide,VBP,0.03143418467583497
azido,JJ,0.2180746561886051
azine,NN,0.618860510805501
azlon,NN,0.618860510805501
azoic,JJ,0.2180746561886051
azole,JJ,0.2180746561886051
azons,NNS,0.007858546168958742
azote,VBP,0.03143418467583497
azoth,DT,0.003929273084479371
azuki,JJ,0.2180746561886051
azure,NN,0.618860510805501
azurn,JJ,0.2180746561886051
azury,NN,0.618860510805501
azygy,NN,0.618860510805501
azyme,NN,0.618860510805501
azyms,NN,0.618860510805501
baaed,NN,0.618860510805501
baals,NNS,0.007858546168958742
babas,VBP,0.03143418467583497
babel,NN,0.618860510805501
babes,NNS,0.007858546168958742
babka,VBP,0.03143418467583497
baboo,JJ,0.2180746561886051
babul,NN,0.618860510805501
babus,NN,0.618860510805501
bacca,NN,0.618860510805501
bacco,NN,0.618860510805501
baccy,NN,0.618860510805501
bacha,NN,0.618860510805501
bachs,NN,0.618860510805501
backs,NNS,0.007858546168958742
bacon,VBP,0.03143418467583497
baddy,JJ,0.2180746561886051
badge,NN,0.618860510805501
badly,RB,0.023575638506876228
baels,JJ,0.2180746561886051
baffs,NNS,0.007858546168958742
baffy,VBP,0.03143418467583497
bafts,NNS,0.007858546168958742
bagel,VBP,0.03143418467583497
baggy,JJ,0.2180746561886051
baghs,NNS,0.007858546168958742
bagie,VBP,0.03143418467583497
bahts,NNS,0.007858546168958742
bahus,RB,0.023575638506876228
bahut,VBP,0.03143418467583497
bails,NNS,0.007858546168958742
bairn,VBP,0.03143418467583497
baisa,NN,0.618860510805501
baith,NN,0.618860510805501
baits,NNS,0.007858546168958742
baiza,VBP,0.03143418467583497
baize,VB,0.015717092337917484
bajan,JJ,0.2180746561886051
bajra,NN,0.618860510805501
bajri,NN,0.618860510805501
bajus,NN,0.618860510805501
baked,VBD,0.01768172888015717
baken,JJ,0.2180746561886051
baker,NN,0.618860510805501
bakes,NNS,0.007858546168958742
bakra,VBP,0.03143418467583497
balas,JJ,0.2180746561886051
balds,NNS,0.007858546168958742
baldy,RB,0.023575638506876228
baled,VBD,0.01768172888015717
baler,NN,0.618860510805501
bales,NNS,0.007858546168958742
balks,VBP,0.03143418467583497
balky,JJ,0.2180746561886051
balls,NNS,0.007858546168958742
bally,RB,0.023575638506876228
balms,VBP,0.03143418467583497
balmy,JJ,0.2180746561886051
baloo,NN,0.618860510805501
balsa,NN,0.618860510805501
balti,NN,0.618860510805501
balun,NN,0.618860510805501
balus,NN,0.618860510805501
bambi,NN,0.618860510805501
banak,VBD,0.01768172888015717
banal,JJ,0.2180746561886051
banco,NN,0.618860510805501
bancs,NN,0.618860510805501
banda,NN,0.618860510805501
bandh,NN,0.618860510805501
bands,VBZ,0.003929273084479371
bandy,JJ,0.2180746561886051
baned,VBN,0.0137524557956778
banes,NNS,0.007858546168958742
bangs,NNS,0.007858546168958742
bania,NN,0.618860510805501
banjo,IN,0.009823182711198428
banks,NNS,0.007858546168958742
banns,VBP,0.03143418467583497
bants,NNS,0.007858546168958742
bantu,JJ,0.2180746561886051
banty,NN,0.618860510805501
banya,NN,0.618860510805501
bapus,NN,0.618860510805501
barbe,NN,0.618860510805501
barbs,NN,0.618860510805501
barby,JJ,0.2180746561886051
barca,NN,0.618860510805501
barde,NN,0.618860510805501
bardo,NN,0.618860510805501
bards,NNS,0.007858546168958742
bardy,NN,0.618860510805501
bared,VBD,0.01768172888015717
barer,JJR,0.005893909626719057
bares,NNS,0.007858546168958742
barfi,VBP,0.03143418467583497
barfs,JJ,0.2180746561886051
barge,NN,0.618860510805501
baric,JJ,0.2180746561886051
barks,NNS,0.007858546168958742
barky,VBP,0.03143418467583497
barms,NNS,0.007858546168958742
barmy,VBP,0.03143418467583497
barns,NNS,0.007858546168958742
barny,VB,0.015717092337917484
baron,NN,0.618860510805501
barps,NN,0.618860510805501
barra,NN,0.618860510805501
barre,NN,0.618860510805501
barro,NN,0.618860510805501
barry,NN,0.618860510805501
barye,NN,0.618860510805501
basal,NN,0.618860510805501
basan,NNS,0.007858546168958742
based,VBN,0.0137524557956778
basen,RB,0.023575638506876228
baser,NN,0.618860510805501
bases,NNS,0.007858546168958742
basho,VBP,0.03143418467583497
basic,JJ,0.2180746561886051
basij,NN,0.618860510805501
basil,NN,0.618860510805501
basin,JJ,0.2180746561886051
basis,NN,0.618860510805501
basks,NNS,0.007858546168958742
bason,VBP,0.03143418467583497
basse,JJ,0.2180746561886051
bassi,NN,0.618860510805501
basso,NN,0.618860510805501
bassy,NN,0.618860510805501
basta,NN,0.618860510805501
baste,NN,0.618860510805501
basti,NN,0.618860510805501
basto,NN,0.618860510805501
basts,NNS,0.007858546168958742
batch,VBP,0.03143418467583497
bated,VBN,0.0137524557956778
bates,NNS,0.007858546168958742
bathe,JJ,0.2180746561886051
baths,NNS,0.007858546168958742
batik,IN,0.009823182711198428
baton,NN,0.618860510805501
batta,NN,0.618860510805501
batts,NN,0.618860510805501
battu,NN,0.618860510805501
batty,NN,0.618860510805501
bauds,NN,0.618860510805501
bauks,NN,0.618860510805501
baulk,NN,0.618860510805501
baurs,VBZ,0.003929273084479371
bavin,JJ,0.2180746561886051
bawds,NN,0.618860510805501
bawdy,NN,0.618860510805501
bawks,NN,0.618860510805501
bawls,NN,0.618860510805501
bawns,NNS,0.007858546168958742
bawrs,VBP,0.03143418467583497
bawty,JJ,0.2180746561886051
bayed,VBN,0.0137524557956778
bayer,NN,0.618860510805501
bayes,NNS,0.007858546168958742
